,sample_id
6120,2018_AS_Remelgado_POLY_111674_2515
6121,2020_NGA_WFP_POLY_1112454_1053
6122,ewoco-1977144_3
6123,ewoco-1939264_3
6124,2019_SN_JECAM_CIRAD_POLY_111309_1568
6125,2018_BF_JECAM_CIRAD_POLY_11116_1324
6126,ewoco-1939984_3
6127,ewoco-1691335_3
6128,ewoco-2165990_3
6129,ewoco-1689861_2
6130,2018_BF_JECAM_CIRAD_POLY_111518_3676
6131,ewoco-iiasa-10m-v1-2779182_3
6132,2019_AF_NHI-CROP-HARVEST_POLY_1001799_1953
6133,ewoco-1686043_3
6134,ewoco-2181812_3
6135,2020_NGA_WFP_POLY_1113619_1771
6136,2018_AS_Remelgado_POLY_111215_1439
6137,ewoco-iiasa-10m-v1-1977007_7
6138,ewoco-2181266_3
6139,2020_SDN_WAPOR_2_POLY_11138_1377
6140,ewoco-water-v1-6162172_2
6141,ewoco-1977954_3
6142,ewoco-2181354_3
6143,2018_SN_JECAM_CIRAD_POLY_111634_3969
6144,2018_SN_JECAM_CIRAD_POLY_11114_2883
6145,2018_AS_Remelgado_POLY_111148_1976
6146,ewoco-iiasa-100m-v1-1940716_2
6147,2020_NGA_WFP_POLY_1112053_3442
6148,ewoco-water-v1-6108452_6
6149,ewoco-1940712_3
6150,ewoco-water-v1-6152688_3
6151,ewoco-1689036_3
6152,2018_MLI_NHI-CROP-HARVEST_POLY_11056_2141
6153,ewoco-water-v1-6094672_7
6154,ewoco-2181851_3
6155,2019_SN_JECAM_CIRAD_POLY_111581_1455
6156,2018_BF_JECAM_CIRAD_POLY_111923_1892
6157,2020_NGA_WFP_POLY_1113230_2042
6158,ewoco-water-v1-6176012_6
6159,2018_BF_JECAM_CIRAD_POLY_111239_20
6160,2018_BF_JECAM_CIRAD_POLY_111202_1756
6161,2018_AS_Remelgado_POLY_111160_3988
6162,ewoco-urban-v1-5037043_7
6163,2018_AS_Remelgado_POLY_1112488_2645
6164,2020_NGA_WFP_POLY_1113654_236
6165,2018_AS_Remelgado_POLY_111820_1228
6166,ewoco-water-v1-6161923_3
6167,2020_NGA_WFP_POLY_1111627_1950
6168,ewoco-water-v1-6116985_7
6169,ewoco-1688454_3
6170,ewoco-iiasa-10m-v1-2768451_3
6171,ewoco-iiasa-10m-v1-2797068_2
6172,ewoco-1978233_3
6173,ewoco-water-v1-6104246_3
6174,ewoco-1977603_3
6175,ewoco-2172180_3
6176,ewoco-iiasa-100m-v1-1940666_6
6177,2020_SDN_WAPOR_2_POLY_111224_3614
6178,2018_AS_Remelgado_POLY_1112492_2985
6179,2018_SN_JECAM_CIRAD_POLY_11179_2015
6180,2018_BF_JECAM_CIRAD_POLY_111376_2070
6181,senwapor1-03_2075
6182,ewoco-urban-v1-5028682_7
6183,ewoco-1977050_3
6184,ewoco-urban-v1-5001179_3
6185,ewoco-1689854_3
6186,ewoco-2182849_3
6187,ewoco-1687511_3
6188,ewoco-1940592_3
6189,2018_AS_Remelgado_POLY_111185_1371
6190,ewoco-iiasa-100m-v1-1685919_6
6191,ewoco-urban-v1-5000112_6
6192,ewoco-1978230_3
6193,2018_AS_Remelgado_POLY_1112025_1399
6194,2021_AF_DE-WA-TRAIN1_POLY_100164_1953
6195,2021_AF_DE-WA-TRAIN1_POLY_100766_1954
6196,ewoco-iiasa-100m-v1-1939896_6
6197,2018_BF_JECAM_CIRAD_POLY_111899_2080
6198,2018_AS_Remelgado_POLY_111144_2543
6199,ewoco-gmw-v1-7910524_7
6200,2018_SN_JECAM_CIRAD_POLY_111776_2330
6201,2019_SN_JECAM_CIRAD_POLY_111447_2038
6202,2018_AS_Remelgado_POLY_1111843_57
6203,2020_NGA_WFP_POLY_1113762_2662
6204,ewoco-1940837_3
6205,2021_AF_DE-WA-TRAIN1_POLY_100606_2081
6206,2018_BF_JECAM_CIRAD_POLY_111928_1031
6207,2020_NGA_WFP_POLY_1112124_1635
6208,ewoco-iiasa-10m-v1-2181347_2
6209,2020_AF_NHI-CROP-HARVEST_POINT_100723_7
6210,ewoco-2186557_6
6211,ewoco-water-v1-6186783_7
6212,2020_NGA_WFP_POLY_111404_135
6213,2018_SN_JECAM_CIRAD_POLY_111731_2332
6214,ewoco-urban-v1-5020385_7
6215,ewoco-iiasa-10m-v1-1686143_6
6216,ewoco-iiasa-100m-v1-1685366_2
6217,2020_NGA_WFP_POLY_111266_4075
6218,2021_AF_DE-WA-TRAIN1_POLY_100523_1824
6219,2020_SDN_WAPOR_1_POLY_110282_1321
6220,ewoco-iiasa-10m-v1-2792257_3
6221,2018_AS_Remelgado_POLY_111734_1360
6222,ewoco-1690058_3
6223,ewoco-water-v1-6046128_3
6224,ewoco-water-v1-6154632_6
6225,ewoco-urban-v1-5010939_2
6226,2020_SDN_WAPOR_1_POLY_110273_2724
6227,ewoco-1688365_3
6228,2019_SN_JECAM_CIRAD_POLY_111618_1698
6229,ewoco-1688541_3
6230,ewoco-iiasa-10m-v1-2321333_6
6231,ewoco-water-v1-6048209_7
6232,ewoco-water-v1-6039896_3
6233,2019_SN_JECAM_CIRAD_POLY_111486_76
6234,ewoco-2178943_3
6235,2020_SDN_WAPOR_1_POLY_11043_2079
6236,2018_AS_Remelgado_POLY_1112387_423
6237,ewoco-1691340_3
6238,ewoco-1978184_3
6239,ewoco-iiasa-10m-v1-2758965_6
6240,ewoco-water-v1-6025316_6
6241,ewoco-2181391_3
6242,ewoco-2172287_3
6243,2020_SDN_WAPOR_2_POLY_111225_2200
6244,2018_BF_JECAM_CIRAD_POLY_111877_1894
6245,ewoco-iiasa-10m-v1-2768973_6
6246,ewoco-iiasa-10m-v1-2754991_7
6247,2021_AF_DE-WA-TRAIN1_POLY_100899_1889
6248,2018_AS_Remelgado_POLY_111513_3844
6249,2020_NGA_WFP_POLY_1112739_1381
6250,2018_SN_JECAM_CIRAD_POLY_11169_2014
6251,ewoco-1688836_3
6252,2020_AF_NHI-CROP-HARVEST_POINT_100627_2
6253,ewoco-1978322_3
6254,2021_AF_DE-WA-TRAIN1_POLY_1001121_2015
6255,ewoco-2108256_3
6256,ewoco-iiasa-10m-v1-2797128_6
6257,ewoco-2178993_2
6258,ewoco-iiasa-100m-v1-1692083_9
6259,2020_SDN_WAPOR_1_POLY_11056_499
6260,2018_BF_JECAM_CIRAD_POLY_111871_1951
6261,ewoco-iiasa-100m-v1-1689595_3
6262,2020_NGA_WFP_POLY_1112285_1894
6263,2018_AS_Remelgado_POLY_1111527_1172
6264,ewoco-urban-v1-5055296_7
6265,ewoco-water-v1-6188523_6
6266,2020_NGA_WFP_POLY_1112892_2014
6267,2020_NGA_WFP_POLY_1114578_2017
6268,ewoco-2181238_3
6269,ewoco-1940726_3
6270,ewoco-1691518_3
6271,senwapor1-30_1755
6272,ewoco-1977490_3
6273,2020_NGA_WFP_POLY_1113236_1687
6274,ewoco-2186501_3
6275,ewoco-1689090_3
6276,2020_AF_NHI-CROP-HARVEST_POINT_100594_7
6277,ewoco-1978425_3
6278,2020_NGA_WFP_POLY_1114746_2141
6279,ewoco-1758238_3
6280,ewoco-iiasa-10m-v1-2758992_2
6281,2018_SN_JECAM_CIRAD_POLY_11128_2081
6282,ewoco-water-v1-6053322_6
6283,2018_AS_Remelgado_POLY_1111479_1525
6284,ewoco-urban-v1-5020795_6
6285,2018_BF_JECAM_CIRAD_POLY_111821_3948
6286,ewoco-water-v1-6145171_6
6287,ewoco-1681588_3
6288,2018_AS_Remelgado_POLY_1111823_1070
6289,2020_NGA_WFP_POLY_1111113_1379
6290,ewoco-urban-v1-5042792_3
6291,2019_SN_JECAM_CIRAD_POLY_11120_2587
6292,ewoco-2186649_3
6293,2020_NGA_WFP_POLY_111179_32
6294,2018_AS_Remelgado_POLY_1111543_1976
6295,ewoco-gmw-v1-7910818_6
6296,ewoco-gmw-v1-7910128_7
6297,2020_AF_NHI-CROP-HARVEST_POINT_100628_6
6298,ewoco-2181481_3
6299,ewoco-2165743_3
6300,ewoco-1978717_3
6301,ewoco-2183557_3
6302,ewoco-iiasa-10m-v1-2775208_7
6303,ewoco-2165457_3
6304,ewoco-1688714_3
6305,2018_AS_Remelgado_POLY_1111641_1511
6306,ewoco-urban-v1-5040475_6
6307,ewoco-2182264_3
6308,ewoco-1689023_3
6309,2020_NGA_WFP_POLY_1111990_2269
6310,2018_AS_Remelgado_POLY_1111244_1413
6311,2020_NGA_WFP_POLY_111689_1704
6312,ewoco-1686811_2
6313,ewoco-1994332_3
6314,2018_BF_JECAM_CIRAD_POLY_1111107_1826
6315,ewoco-iiasa-10m-v1-2758968_2
6316,2020_AF_NHI-CROP-HARVEST_POINT_100618_6
6317,ewoco-iiasa-10m-v1-2781057_6
6318,ewoco-1977519_3
6319,ewoco-1978582_3
6320,ewoco-urban-v1-5047846_7
6321,2018_AS_Remelgado_POLY_1111292_1848
6322,2018_AS_Remelgado_POLY_111503_461
6323,2018_NER_WAPOR_1_POLY_1118_1439
6324,ewoco-1939649_3
6325,ewoco-water-v1-6117944_6
6326,2019_SN_JECAM_CIRAD_POLY_111529_2017
6327,ewoco-water-v1-6061046_2
6328,ewoco-2165535_3
6329,ewoco-1688302_3
6330,ewoco-1689409_3
6331,ewoco-1976880_3
6332,2020_SDN_WAPOR_2_POLY_111328_2895
6333,senwapor2-58_2333
6334,2021_AF_DE-WA-TRAIN1_POLY_100549_1953
6335,ewoco-water-v1-6010277_6
6336,2018_BF_JECAM_CIRAD_POLY_111842_1891
6337,2021_AF_DE-WA-TRAIN1_POLY_100176_1433
6338,ewoco-1688438_3
6339,senwapor2-27_1888
6340,2020_SDN_WAPOR_2_POLY_111279_1308
6341,2020_NGA_WFP_POLY_1112153_1766
6342,2021_AF_DE-WA-TRAIN1_POLY_100377_1823
6343,ewoco-urban-v1-5001299_7
6344,2019_SN_JECAM_CIRAD_POLY_111494_3428
6345,ewoco-iiasa-10m-v1-1978121_2
6346,ewoco-urban-v1-5073376_7
6347,ewoco-iiasa-10m-v1-2758987_2
6348,ewoco-1978261_3
6349,ewoco-1977459_3
6350,2018_SN_JECAM_CIRAD_POLY_111618_2016
6351,ewoco-2182677_3
6352,2018_BF_JECAM_CIRAD_POLY_111827_2080
6353,ewoco-1688087_3
6354,ewoco-iiasa-10m-v1-2762386_2
6355,2018_BF_JECAM_CIRAD_POLY_111354_530
6356,ewoco-1688474_3
6357,ewoco-iiasa-10m-v1-2792862_6
6358,2018_AS_Remelgado_POLY_111887_1115
6359,ewoco-2180578_3
6360,ewoco-1686839_3
6361,ewoco-iiasa-10m-v1-2760395_2
6362,ewoco-1976427_3
6363,ewoco-water-v1-6040228_2
6364,2018_BF_JECAM_CIRAD_POLY_111139_1635
6365,2021_AF_DE-WA-TRAIN1_POLY_100229_2018
6366,2018_BF_JECAM_CIRAD_POLY_111889_214
6367,ewoco-1979092_3
6368,2018_AS_Remelgado_POLY_1112488_1883
6369,2021_AF_DE-WA-TRAIN1_POLY_1001057_1888
6370,2020_SDN_WAPOR_1_POLY_11024_2393
6371,2018_AS_Remelgado_POLY_111143_30
6372,ewoco-gmw-v1-7910155_7
6373,2018_AS_Remelgado_POLY_1112110_2017
6374,ewoco-urban-v1-5019559_7
6375,2019_SN_JECAM_CIRAD_POLY_111247_1749
6376,ewoco-urban-v1-5070718_7
6377,2018_AS_Remelgado_POLY_1111782_1569
6378,ewoco-gmw-v1-7913127_7
6379,2019_MLI_NHI-CROP-HARVEST_POLY_11045_1883
6380,ewoco-1977320_3
6381,ewoco-urban-v1-5017278_6
6382,ewoco-water-v1-6132362_6
6383,ewoco-iiasa-100m-v1-1760234_2
6384,2018_AS_Remelgado_POLY_1112482_1321
6385,ewoco-2186690_3
6386,ewoco-1689862_3
6387,ewoco-water-v1-6102844_7
6388,ewoco-1940009_3
6389,2018_BF_JECAM_CIRAD_POLY_1111095_1828
6390,ewoco-2172056_3
6391,2018_AS_Remelgado_POLY_1112299_218
6392,2020_NGA_WFP_POLY_1113488_2077
6393,2020_NGA_WFP_POLY_111481_758
6394,2018_AS_Remelgado_POLY_111738_3271
6395,ewoco-2178938_7
6396,2020_NGA_WFP_POLY_1113331_1833
6397,2018_AS_Remelgado_POLY_111952_3721
6398,ewoco-1939664_3
6399,2020_NGA_WFP_POLY_1111893_2079
6400,2020_NGA_WFP_POLY_1113954_1488
6401,2018_AS_Remelgado_POLY_111487_1579
6402,2019_AF_DE-WA-VAL1_POINT_10034_7
6403,2021_AF_DE-WA-TRAIN1_POLY_100501_2082
6404,ewoco-1940815_3
6405,ewoco-iiasa-10m-v1-2754952_2
6406,ewoco-1978224_3
6407,2018_SN_JECAM_CIRAD_POLY_111738_2180
6408,ewoco-2172593_3
6409,2020_SDN_WAPOR_2_POLY_111334_2340
6410,2018_BF_JECAM_CIRAD_POLY_111176_1652
6411,ewoco-iiasa-100m-v1-1688652_3
6412,ewoco-water-v1-6042817_7
6413,2019_SN_JECAM_CIRAD_POLY_111486_77
6414,2020_NGA_WFP_POLY_1114443_1894
6415,2018_BF_JECAM_CIRAD_POLY_111956_2663
6416,ewoco-iiasa-100m-v1-1756801_7
6417,ewoco-1689601_3
6418,ewoco-urban-v1-5006087_7
6419,2018_AS_Remelgado_POLY_1111020_3867
6420,ewoco-water-v1-6053320_7
6421,ewoco-urban-v1-5018741_3
6422,ewoco-water-v1-6187372_7
6423,2019_SN_JECAM_CIRAD_POLY_111109_2772
6424,ewoco-2182685_3
6425,ewoco-1978614_3
6426,ewoco-iiasa-10m-v1-1687461_6
6427,ewoco-2321318_3
6428,2018_AS_Remelgado_POLY_1111375_1763
6429,ewoco-iiasa-10m-v1-2753801_7
6430,ewoco-iiasa-10m-v1-2779183_3
6431,senwapor2-16_2145
6432,ewoco-gmw-v1-7910550_3
6433,ewoco-1976757_3
6434,ewoco-iiasa-10m-v1-1690381_6
6435,ewoco-iiasa-100m-v1-1685430_3
6436,ewoco-urban-v1-5028037_7
6437,ewoco-1978540_3
6438,2019_AF_DE-WA-VAL1_POINT_10042_3
6439,2018_AS_Remelgado_POLY_1111886_153
6440,2020_SDN_WAPOR_1_POLY_11025_2650
6441,ewoco-urban-v1-5005142_6
6442,2018_BF_JECAM_CIRAD_POLY_1111093_2079
6443,ewoco-1691148_3
6444,ewoco-1939911_3
6445,ewoco-2186687_3
6446,ewoco-water-v1-6164327_7
6447,ewoco-1940977_3
6448,ewoco-iiasa-10m-v1-2760581_2
6449,2018_AS_Remelgado_POLY_111145_2718
6450,2018_SN_JECAM_CIRAD_POLY_111181_1381
6451,ewoco-urban-v1-5012155_7
6452,ewoco-1686280_3
6453,ewoco-2166201_3
6454,2018_AS_Remelgado_POLY_1111944_417
6455,ewoco-1686345_3
6456,2020_NGA_WFP_POLY_1111999_2021
6457,ewoco-iiasa-10m-v1-2767851_6
6458,2019_SN_JECAM_CIRAD_POLY_111647_1953
6459,2018_BF_JECAM_CIRAD_POLY_111946_2090
6460,ewoco-2186684_3
6461,ewoco-water-v1-6083765_6
6462,ewoco-1977116_3
6463,2018_SN_JECAM_CIRAD_POLY_111691_1832
6464,2018_MLI_NHI-CROP-HARVEST_POLY_1103_2080
6465,ewoco-iiasa-10m-v1-2797438_7
6466,2020_NGA_WFP_POLY_1114730_1824
6467,ewoco-iiasa-100m-v1-1681512_2
6468,ewoco-urban-v1-5056864_6
6469,ewoco-1978362_3
6470,2020_NGA_WFP_POLY_1112968_1749
6471,2018_BF_JECAM_CIRAD_POLY_111777_23
6472,2018_BF_JECAM_CIRAD_POLY_1111037_2145
6473,2018_MLI_NHI-CROP-HARVEST_POLY_1109_2335
6474,ewoco-water-v1-6025305_7
6475,2018_AS_Remelgado_POLY_1111215_2748
6476,2018_BF_JECAM_CIRAD_POLY_111967_1569
6477,2018_AS_Remelgado_POLY_111873_3048
6478,2020_NGA_WFP_POLY_1112068_2923
6479,ewoco-2172049_3
6480,ewoco-iiasa-10m-v1-2758962_6
6481,ewoco-1686833_3
6482,ewoco-2177167_3
6483,2018_AS_Remelgado_POLY_1112215_3420
6484,ewoco-1939671_3
6485,2018_AS_Remelgado_POLY_1111289_2280
6486,2020_SDN_WAPOR_1_POLY_110160_2144
6487,ewoco-water-v1-6095739_7
6488,2020_NGA_WFP_POLY_1112884_1889
6489,2019_SN_JECAM_CIRAD_POLY_111666_2813
6490,ewoco-1978712_3
6491,ewoco-2180433_3
6492,ewoco-iiasa-100m-v1-1940371_3
6493,2021_AF_DE-WA-TRAIN1_POLY_100231_2082
6494,ewoco-urban-v1-5012878_7
6495,2020_NGA_WFP_POLY_1113334_661
6496,ewoco-1976727_3
6497,2018_BF_JECAM_CIRAD_POLY_111965_1442
6498,ewoco-iiasa-100m-v1-1686023_3
6499,ewoco-urban-v1-5055905_6
6500,ewoco-urban-v1-5073417_6
6501,ewoco-1977145_3
6502,2020_NGA_WFP_POLY_1112035_3612
6503,ewoco-iiasa-100m-v1-1687532_3
6504,ewoco-water-v1-6075747_7
6505,2019_MLI_NHI-CROP-HARVEST_POLY_11018_2207
6506,ewoco-2180610_3
6507,2020_NGA_WFP_POLY_111862_72
6508,2019_SN_JECAM_CIRAD_POLY_111521_1702
6509,ewoco-urban-v1-5034976_6
6510,2018_AS_Remelgado_POLY_111976_2707
6511,2020_NGA_WFP_POLY_11144_1696
6512,2021_AF_DE-WA-TRAIN1_POLY_100619_2080
6513,ewoco-urban-v1-5051964_3
6514,2020_NGA_WFP_POLY_111853_3921
6515,ewoco-urban-v1-5028893_3
6516,ewoco-1978482_3
6517,2018_BF_JECAM_CIRAD_POLY_111911_2078
6518,2021_AF_DE-WA-TRAIN1_POLY_1001178_2018
6519,ewoco-iiasa-10m-v1-2775140_7
6520,2018_AS_Remelgado_POLY_111172_1698
6521,ewoco-iiasa-10m-v1-1940117_7
6522,2018_BF_JECAM_CIRAD_POLY_111183_274
6523,2020_NGA_WFP_POLY_111569_1207
6524,ewoco-1939692_3
6525,ewoco-1687373_3
6526,2018_AS_Remelgado_POLY_1112452_1700
6527,2018_AS_Remelgado_POLY_11194_2525
6528,2021_AF_DE-WA-TRAIN1_POLY_1001049_2083
6529,2018_BF_JECAM_CIRAD_POLY_111996_1886
6530,2021_AF_DE-WA-TRAIN1_POLY_100161_2017
6531,2018_AS_Remelgado_POLY_111669_1954
6532,2018_MLI_NHI-CROP-HARVEST_POLY_11040_1812
6533,ewoco-urban-v1-5031332_7
6534,ewoco-1690386_3
6535,ewoco-1977905_3
6536,ewoco-iiasa-100m-v1-1940600_6
6537,2018_SN_JECAM_CIRAD_POLY_111296_2209
6538,2018_AS_Remelgado_POLY_111405_2403
6539,2018_BF_JECAM_CIRAD_POLY_111202_1641
6540,2018_BF_JECAM_CIRAD_POLY_111900_1184
6541,ewoco-iiasa-10m-v1-2774046_2
6542,2019_SN_JECAM_CIRAD_POLY_11165_1703
6543,ewoco-1690370_3
6544,2020_AF_NHI-CROP-HARVEST_POINT_100605_7
6545,ewoco-2177193_3
6546,2019_MLI_NHI-CROP-HARVEST_POLY_1108_1756
6547,ewoco-1688341_3
6548,2021_AF_DE-WA-TRAIN1_POLY_100493_1890
6549,2019_AF_DE-WA-VAL1_POINT_10076_2
6550,ewoco-urban-v1-5005270_3
6551,2020_NGA_WFP_POLY_1114077_1950
6552,2018_SN_JECAM_CIRAD_POLY_111712_2082
6553,ewoco-1940648_3
6554,ewoco-water-v1-6037748_7
6555,2019_SN_JECAM_CIRAD_POLY_111156_2080
6556,ewoco-2165681_3
6557,2020_NGA_WFP_POLY_111278_1198
6558,ewoco-1939780_3
6559,ewoco-1976400_3
6560,2018_SN_JECAM_CIRAD_POLY_111295_1954
6561,2020_NGA_WFP_POLY_1112017_1825
6562,2020_SDN_WAPOR_1_POLY_110109_3802
6563,2018_SN_JECAM_CIRAD_POLY_111164_1101
6564,senwapor1-46_1884
6565,ewoco-iiasa-10m-v1-1691884_7
6566,ewoco-1771013_3
6567,ewoco-gmw-v1-7910110_2
6568,ewoco-2181689_3
6569,2020_NGA_WFP_POLY_1112109_2272
6570,ewoco-iiasa-10m-v1-1977576_2
6571,senwapor1-37_2083
6572,ewoco-1977071_3
6573,ewoco-iiasa-10m-v1-1977233_2
6574,ewoco-2191995_3
6575,2018_AS_Remelgado_POLY_111873_2071
6576,ewoco-1939922_3
6577,2018_AS_Remelgado_POLY_1111725_2560
6578,ewoco-iiasa-10m-v1-2797173_6
6579,2019_SN_JECAM_CIRAD_POLY_111342_3120
6580,2020_NGA_WFP_POLY_1112051_2016
6581,ewoco-1685454_3
6582,ewoco-1976919_3
6583,ewoco-1940320_3
6584,2018_BF_JECAM_CIRAD_POLY_111874_2213
6585,ewoco-1686226_3
6586,2021_AF_DE-WA-TRAIN1_POLY_100251_2016
6587,2020_NGA_WFP_POLY_1112335_1624
6588,ewoco-urban-v1-5032940_7
6589,ewoco-iiasa-10m-v1-2784838_3
6590,2019_AF_DE-WA-VAL1_POINT_10026_2
6591,ewoco-1977698_3
6592,ewoco-iiasa-10m-v1-2781438_7
6593,2018_AS_Remelgado_POLY_1111173_596
6594,2018_AS_Remelgado_POLY_1112533_690
6595,ewoco-urban-v1-5045603_7
6596,ewoco-iiasa-10m-v1-2782395_7
6597,ewoco-1688117_3
6598,2018_AS_Remelgado_POLY_111612_1873
6599,ewoco-iiasa-10m-v1-2797412_6
6600,ewoco-1977455_3
6601,2018_BF_JECAM_CIRAD_POLY_1111015_1613
6602,ewoco-1939294_3
6603,2018_BF_JECAM_CIRAD_POLY_111742_684
6604,ewoco-iiasa-100m-v1-1685452_7
6605,ewoco-water-v1-6025050_2
6606,2021_AF_DE-WA-TRAIN1_POLY_1001167_2018
6607,ewoco-2165683_3
6608,ewoco-2186648_3
6609,ewoco-urban-v1-5016991_7
6610,ewoco-iiasa-10m-v1-1758438_7
6611,ewoco-1977937_3
6612,2020_NGA_WFP_POLY_111253_1888
6613,2019_SN_JECAM_CIRAD_POLY_111511_2951
6614,ewoco-urban-v1-5015019_6
6615,ewoco-1976900_3
6616,2018_AS_Remelgado_POLY_1111183_3014
6617,ewoco-1977102_3
6618,2018_BF_JECAM_CIRAD_POLY_111538_1446
6619,2020_NGA_WFP_POLY_1113575_3218
6620,2020_SDN_WAPOR_1_POLY_11087_2474
6621,ewoco-iiasa-10m-v1-1686976_6
6622,ewoco-2180641_7
6623,ewoco-gmw-v1-7912950_7
6624,2018_AS_Remelgado_POLY_1112379_434
6625,ewoco-iiasa-100m-v1-1685661_3
6626,2020_SDN_WAPOR_1_POLY_110344_1563
6627,ewoco-1977350_3
6628,ewoco-urban-v1-5026871_7
6629,2018_BF_JECAM_CIRAD_POLY_111617_2075
6630,2018_AS_Remelgado_POLY_1112525_2643
6631,ewoco-2182793_3
6632,ewoco-gmw-v1-7910439_6
6633,2020_NGA_WFP_POLY_111212_1901
6634,ewoco-2180462_3
6635,ewoco-iiasa-100m-v1-1685629_7
6636,ewoco-water-v1-6167206_6
6637,ewoco-iiasa-10m-v1-1686834_6
6638,2018_AS_Remelgado_POLY_111429_1988
6639,2018_SN_JECAM_CIRAD_POLY_111777_851
6640,2018_AS_Remelgado_POLY_1111808_1582
6641,ewoco-2321335_3
6642,ewoco-2177203_3
6643,ewoco-1976409_3
6644,2018_SN_JECAM_CIRAD_POLY_111529_333
6645,ewoco-1687089_3
6646,ewoco-2177134_3
6647,2020_SDN_WAPOR_2_POLY_111183_3984
6648,ewoco-iiasa-10m-v1-2775171_6
6649,2021_AF_DE-WA-TRAIN1_POLY_100942_2079
6650,2018_AS_Remelgado_POLY_1111207_3757
6651,2018_AS_Remelgado_POLY_111738_3587
6652,ewoco-urban-v1-5046817_6
6653,ewoco-water-v1-6147355_7
6654,2020_SDN_WAPOR_2_POLY_11138_2259
6655,ewoco-water-v1-6151485_6
6656,ewoco-1977989_3
6657,2018_AS_Remelgado_POLY_111121_1547
6658,ewoco-iiasa-10m-v1-2756638_2
6659,2020_NGA_WFP_POLY_1111495_1890
6660,2018_AS_Remelgado_POLY_1111658_3562
6661,2018_MLI_NHI-CROP-HARVEST_POLY_11024_916
6662,2018_BF_JECAM_CIRAD_POLY_111480_1679
6663,ewoco-1692569_3
6664,2018_AS_Remelgado_POLY_1112178_3423
6665,2020_NGA_WFP_POLY_1112157_1894
6666,ewoco-1939751_3
6667,ewoco-water-v1-6082722_6
6668,ewoco-1978018_3
6669,2020_NGA_WFP_POLY_1113486_2068
6670,ewoco-urban-v1-5035078_7
6671,ewoco-water-v1-6095745_6
6672,2020_NGA_WFP_POLY_1112098_2017
6673,ewoco-1940588_2
6674,2018_BF_JECAM_CIRAD_POLY_111826_1889
6675,ewoco-1940466_3
6676,ewoco-1978976_3
6677,2018_BF_JECAM_CIRAD_POLY_111574_1758
6678,ewoco-iiasa-10m-v1-1682134_7
6679,ewoco-iiasa-10m-v1-2784258_2
6680,2018_AS_Remelgado_POLY_1111265_1748
6681,2018_AS_Remelgado_POLY_1112004_3783
6682,ewoco-2178951_3
6683,ewoco-1688614_3
6684,ewoco-water-v1-6050691_7
6685,ewoco-water-v1-6155518_6
6686,2021_AF_DE-WA-TRAIN1_POLY_100317_2019
6687,ewoco-water-v1-6010274_7
6688,ewoco-1940529_3
6689,ewoco-1940107_3
6690,2020_NGA_WFP_POLY_1114739_1144
6691,ewoco-2165589_3
6692,2018_BF_JECAM_CIRAD_POLY_111828_385
6693,ewoco-iiasa-10m-v1-1690176_6
6694,ewoco-urban-v1-5030298_3
6695,ewoco-2165408_3
6696,2020_SDN_WAPOR_1_POLY_110211_3669
6697,2021_AF_DE-WA-TRAIN1_POLY_100514_2083
6698,ewoco-1689850_3
6699,ewoco-water-v1-6006260_7
6700,2018_SN_JECAM_CIRAD_POLY_111615_2146
6701,2020_NGA_WFP_POLY_1112034_1887
6702,2019_AF_NHI-CROP-HARVEST_POLY_1001851_2018
6703,2018_AS_Remelgado_POLY_1111420_3264
6704,ewoco-iiasa-10m-v1-2797156_3
6705,ewoco-1977095_3
6706,ewoco-water-v1-6057802_7
6707,ewoco-1977362_3
6708,2021_AF_DE-WA-TRAIN1_POLY_100182_1767
6709,2021_AF_DE-WA-TRAIN1_POLY_100416_2081
6710,ewoco-iiasa-10m-v1-1977067_2
6711,ewoco-1688801_3
6712,2021_AF_DE-WA-TRAIN1_POLY_100797_1890
6713,2019_MLI_NHI-CROP-HARVEST_POLY_11039_2081
6714,ewoco-1977173_2
6715,2018_BF_JECAM_CIRAD_POLY_111664_2685
6716,2018_AS_Remelgado_POLY_1111375_368
6717,2018_AS_Remelgado_POLY_1112477_2277
6718,2021_AF_DE-WA-TRAIN1_POLY_100825_2080
6719,2020_NGA_WFP_POLY_1112545_3538
6720,2021_AF_DE-WA-TRAIN1_POLY_100229_1889
6721,ewoco-2186388_3
6722,ewoco-iiasa-10m-v1-2181234_2
6723,2018_BF_JECAM_CIRAD_POLY_111825_798
6724,ewoco-water-v1-6159626_7
6725,2018_SN_JECAM_CIRAD_POLY_111845_1061
6726,2020_NGA_WFP_POLY_11142_443
6727,2020_NGA_WFP_POLY_1114526_1592
6728,ewoco-2166333_3
6729,ewoco-iiasa-10m-v1-2758865_7
6730,ewoco-water-v1-6124603_7
6731,ewoco-water-v1-6197772_7
6732,ewoco-water-v1-6120000_6
6733,ewoco-water-v1-6177160_6
6734,ewoco-water-v1-6073526_7
6735,2018_AS_Remelgado_POLY_1111716_485
6736,ewoco-water-v1-6122420_7
6737,ewoco-iiasa-10m-v1-2797130_7
6738,ewoco-water-v1-6085123_6
6739,ewoco-1689645_3
6740,ewoco-1688609_3
6741,ewoco-1940701_3
6742,2018_AS_Remelgado_POLY_1111376_3672
6743,ewoco-iiasa-100m-v1-1682418_6
6744,2020_NGA_WFP_POLY_111649_2402
6745,2018_BF_JECAM_CIRAD_POLY_1111068_2017
6746,ewoco-iiasa-100m-v1-1685826_6
