,sample_id
4554,2020_AF_NHI-CROP-HARVEST_POINT_100653_2
4555,senwapor2-23_1951
4556,ewoco-2177211_3
4557,2018_AS_Remelgado_POLY_1111116_828
4558,ewoco-iiasa-10m-v1-2774076_6
4559,2018_AS_Remelgado_POLY_1111945_1686
4560,ewoco-water-v1-6161702_7
4561,2018_NER_WAPOR_1_POLY_11114_2205
4562,ewoco-1977633_3
4563,ewoco-water-v1-6065727_7
4564,ewoco-2181260_3
4565,ewoco-1939607_3
4566,2020_NGA_WFP_POLY_1111219_1954
4567,2020_NGA_WFP_POLY_1114065_1705
4568,ewoco-iiasa-10m-v1-2760460_2
4569,ewoco-1939649_3
4570,ewoco-1940885_3
4571,2020_NGA_WFP_POLY_1114340_2018
4572,2018_AS_Remelgado_POLY_1112442_2455
4573,2019Usda1211522_461
4574,2018_SN_JECAM_CIRAD_POLY_111605_1950
4575,ewoco-urban-v1-5026905_7
4576,ewoco-1692244_3
4577,ewoco-water-v1-6186556_6
4578,ewoco-urban-v1-5025748_2
4579,ewoco-iiasa-10m-v1-2758618_2
4580,2020_AF_NHI-CROP-HARVEST_POINT_100681_3
4581,2021_AF_DE-WA-TRAIN1_POLY_100610_2079
4582,ewoco-1978152_7
4583,ewoco-1687544_3
4584,2018_BF_JECAM_CIRAD_POLY_111458_1825
4585,ewoco-iiasa-10m-v1-2797136_3
4586,ewoco-water-v1-6019436_7
4587,2018_AS_Remelgado_POLY_11125_68
4588,ewoco-1940652_3
4589,2018_BF_JECAM_CIRAD_POLY_111947_3167
4590,2018_AS_Remelgado_POLY_1112509_262
4591,2018_BF_JECAM_CIRAD_POLY_111278_2080
4592,2020_NGA_WFP_POLY_11154_1827
4593,2020_NGA_WFP_POLY_1112114_698
4594,ewoco-1939923_3
4595,2020_NGA_WFP_POLY_111679_1968
4596,2020_SDN_WAPOR_2_POLY_111250_932
4597,2020_NGA_WFP_POLY_1111336_2212
4598,ewoco-iiasa-10m-v1-1976349_7
4599,2020_NGA_WFP_POLY_1111549_2205
4600,2021_AF_DE-WA-TRAIN1_POLY_1001079_2083
4601,ewoco-gmw-v1-7910175_6
4602,2021_AF_DE-WA-TRAIN1_POLY_100511_2017
4603,ewoco-urban-v1-5008601_3
4604,2018_BF_JECAM_CIRAD_POLY_111962_1500
4605,2018_BF_JECAM_CIRAD_POLY_1111093_123
4606,ewoco-water-v1-6065959_7
4607,ewoco-1687680_3
4608,2020_AF_NHI-CROP-HARVEST_POINT_100617_7
4609,ewoco-water-v1-6110219_6
4610,2020_SDN_WAPOR_2_POLY_111250_1184
4611,2020_NGA_WFP_POLY_1111429_634
4612,ewoco-2181428_3
4613,2020_NGA_WFP_POLY_111102_2102
4614,ewoco-2166293_3
4615,2021_AF_DE-WA-TRAIN1_POLY_100598_1887
4616,ewoco-water-v1-6068837_3
4617,ewoco-urban-v1-5073417_6
4618,ewoco-water-v1-6130024_7
4619,2019_AF_DE-WA-VAL1_POINT_10045_7
4620,ewoco-1685280_3
4621,ewoco-1691158_3
4622,2018_AS_Remelgado_POLY_1113_3306
4623,ewoco-1977244_3
4624,2019_SN_JECAM_CIRAD_POLY_111156_2079
4625,ewoco-1976475_3
4626,ewoco-1978357_3
4627,2018_BF_JECAM_CIRAD_POLY_1111057_2014
4628,ewoco-iiasa-10m-v1-1977511_3
4629,2018_AS_Remelgado_POLY_1111829_1839
4630,2020_SDN_WAPOR_2_POLY_111279_3843
4631,ewoco-2181649_3
4632,ewoco-1686971_3
4633,ewoco-urban-v1-5071390_6
4634,2018_AS_Remelgado_POLY_1111108_2134
4635,2019_SN_JECAM_CIRAD_POLY_111459_3234
4636,ewoco-1976650_3
4637,ewoco-iiasa-10m-v1-2179227_2
4638,2020_SDN_WAPOR_1_POLY_110230_3716
4639,ewoco-iiasa-10m-v1-1939466_3
4640,2020_NGA_WFP_POLY_1114715_2017
4641,ewoco-1978735_3
4642,2020_NGA_WFP_POLY_1112811_1955
4643,ewoco-1688095_3
4644,ewoco-2177153_3
4645,ewoco-iiasa-10m-v1-2781661_2
4646,ewoco-1977499_3
4647,ewoco-1976631_3
4648,ewoco-water-v1-6084200_6
4649,2018_AS_Remelgado_POLY_1112447_2522
4650,ewoco-gmw-v1-7910270_7
4651,ewoco-1978461_3
4652,2020_NGA_WFP_POLY_1111140_2726
4653,ewoco-1687531_3
4654,ewoco-2180610_3
4655,ewoco-2172107_3
4656,ewoco-water-v1-6182752_6
4657,2020_NGA_WFP_POLY_11179_622
4658,2018_BF_JECAM_CIRAD_POLY_111538_477
4659,2021_AF_DE-WA-TRAIN1_POLY_100677_2019
4660,ewoco-2178960_3
4661,ewoco-water-v1-6020703_7
4662,ewoco-1977980_3
4663,ewoco-water-v1-6093464_6
4664,2018_MLI_NHI-CROP-HARVEST_POLY_11024_916
4665,2020_SDN_WAPOR_2_POLY_111319_1433
4666,ewoco-2183614_3
4667,ewoco-1977875_3
4668,2019_SN_JECAM_CIRAD_POLY_11113_3541
4669,ewoco-1977401_3
4670,2020_NGA_WFP_POLY_1111728_286
4671,ewoco-1687275_3
4672,2018_AS_Remelgado_POLY_111723_2343
4673,ewoco-gmw-v1-7912921_3
4674,2018_AS_Remelgado_POLY_111554_2262
4675,2021_AF_DE-WA-TRAIN1_POLY_100956_1954
4676,2020_NGA_WFP_POLY_111827_1473
4677,ewoco-water-v1-6079688_7
4678,2018_BF_JECAM_CIRAD_POLY_111197_1889
4679,2018_BF_JECAM_CIRAD_POLY_111195_1616
4680,ewoco-water-v1-6061330_2
4681,ewoco-water-v1-6140190_2
4682,2018_AS_Remelgado_POLY_1111415_834
4683,2018_BF_JECAM_CIRAD_POLY_111959_1635
4684,ewoco-water-v1-6131730_6
4685,ewoco-2181709_6
4686,ewoco-1977955_3
4687,ewoco-1940303_3
4688,ewoco-1939772_3
4689,ewoco-urban-v1-5008141_7
4690,ewoco-urban-v1-5019559_7
4691,ewoco-1688486_3
4692,2020_NGA_WFP_POLY_1111182_1954
4693,2020_NGA_WFP_POLY_1114388_2098
4694,ewoco-1976481_3
4695,2020_NGA_WFP_POLY_1114064_2015
4696,2020_NGA_WFP_POLY_111963_1823
4697,2018_AS_Remelgado_POLY_111276_1761
4698,ewoco-1940643_3
4699,2018_BF_JECAM_CIRAD_POLY_111760_632
4700,2021_AF_DE-WA-TRAIN1_POLY_100686_2080
4701,ewoco-urban-v1-5010939_2
4702,ewoco-2181778_3
4703,ewoco-water-v1-6177170_6
4704,ewoco-iiasa-10m-v1-2775140_7
4705,ewoco-water-v1-6039973_7
4706,ewoco-iiasa-100m-v1-1757315_6
4707,2018_SN_JECAM_CIRAD_POLY_111666_2153
4708,ewoco-urban-v1-5024893_7
4709,2018_AS_Remelgado_POLY_111236_3884
4710,ewoco-2180555_3
4711,2019_MLI_NHI-CROP-HARVEST_POLY_11043_2014
4712,2021_AF_DE-WA-TRAIN1_POLY_1001203_1825
4713,2018_BF_JECAM_CIRAD_POLY_111933_2017
4714,2018_AS_Remelgado_POLY_1111598_950
4715,ewoco-1978527_3
4716,ewoco-water-v1-6084189_6
4717,ewoco-iiasa-10m-v1-1976933_3
4718,2018_AS_Remelgado_POLY_1111696_3933
4719,2018_AS_Remelgado_POLY_111142_1569
4720,ewoco-1940180_3
4721,ewoco-water-v1-6001519_7
4722,ewoco-urban-v1-5035518_3
4723,2018_AS_Remelgado_POLY_1111157_1857
4724,2019_SN_JECAM_CIRAD_POLY_111572_1887
4725,2021_AF_DE-WA-TRAIN1_POLY_1001173_1889
4726,2018_AS_Remelgado_POLY_111197_3950
4727,ewoco-1978591_3
4728,ewoco-1690241_3
4729,ewoco-gmw-v1-7910540_6
4730,ewoco-water-v1-6039873_6
4731,ewoco-iiasa-10m-v1-1692869_7
4732,2018_SN_JECAM_CIRAD_POLY_11114_3921
4733,2021_AF_DE-WA-TRAIN1_POLY_100255_1886
4734,ewoco-1761600_3
4735,ewoco-iiasa-10m-v1-2768062_2
4736,2018_AS_Remelgado_POLY_1111595_1568
4737,2020_SDN_WAPOR_1_POLY_110344_1563
4738,2021_AF_DE-WA-TRAIN1_POLY_1001049_2080
4739,ewoco-2165776_3
4740,2020_SDN_WAPOR_2_POLY_111227_2820
4741,2018_AS_Remelgado_POLY_111253_1696
4742,ewoco-1692241_3
4743,2018_BF_JECAM_CIRAD_POLY_111831_420
4744,ewoco-2181751_3
4745,ewoco-urban-v1-5001373_6
4746,ewoco-urban-v1-5071980_3
4747,ewoco-iiasa-100m-v1-1681562_2
4748,ewoco-water-v1-6151487_3
4749,2018_BF_JECAM_CIRAD_POLY_111328_844
4750,ewoco-1940621_3
4751,2020_NGA_WFP_POLY_1113368_3304
4752,ewoco-1976891_3
4753,ewoco-iiasa-10m-v1-1979095_2
4754,ewoco-water-v1-6020736_6
4755,ewoco-urban-v1-5012398_6
4756,2018_AS_Remelgado_POLY_1112056_2131
4757,ewoco-1991619_3
4758,ewoco-iiasa-100m-v1-1939942_3
4759,ewoco-iiasa-10m-v1-2758960_6
4760,ewoco-iiasa-10m-v1-1939432_6
4761,ewoco-iiasa-10m-v1-1939592_2
4762,2019_SN_JECAM_CIRAD_POLY_111475_1758
4763,ewoco-iiasa-100m-v1-1940880_2
4764,2020_NGA_WFP_POLY_111244_1950
4765,2018_AS_Remelgado_POLY_111992_3308
4766,ewoco-water-v1-6040878_6
4767,ewoco-iiasa-10m-v1-2760957_2
4768,ewoco-1939469_3
4769,2018_BF_JECAM_CIRAD_POLY_1111093_1951
4770,ewoco-water-v1-6193633_7
4771,2020_NGA_WFP_POLY_111158_3651
4772,ewoco-1977150_3
4773,2019_SN_JECAM_CIRAD_POLY_111587_3088
4774,ewoco-1978808_7
4775,ewoco-1940070_3
4776,ewoco-iiasa-10m-v1-1976999_2
4777,ewoco-iiasa-10m-v1-1978142_3
4778,ewoco-iiasa-10m-v1-1688644_6
4779,ewoco-gmw-v1-7910870_6
4780,ewoco-iiasa-100m-v1-1681567_7
4781,ewoco-iiasa-100m-v1-1688863_3
4782,ewoco-2183222_3
4783,2018_AS_Remelgado_POLY_1111726_3527
4784,2018_BF_JECAM_CIRAD_POLY_111629_3046
4785,2018_SN_JECAM_CIRAD_POLY_111663_1371
4786,ewoco-iiasa-100m-v1-1685344_2
4787,ewoco-urban-v1-5047533_7
4788,ewoco-urban-v1-5015925_7
4789,ewoco-iiasa-100m-v1-1685876_2
4790,2018_SN_JECAM_CIRAD_POLY_111765_2852
4791,ewoco-1978655_3
4792,ewoco-water-v1-6061045_3
4793,2020_NGA_WFP_POLY_1114620_1511
4794,ewoco-water-v1-6067589_7
4795,2018_SN_JECAM_CIRAD_POLY_11179_2005
4796,2020_NGA_WFP_POLY_111158_3523
4797,ewoco-water-v1-6178762_7
4798,ewoco-2181837_3
4799,2019_SN_JECAM_CIRAD_POLY_11122_411
4800,2018_AS_Remelgado_POLY_111695_2470
4801,ewoco-iiasa-10m-v1-2753860_6
4802,ewoco-2181581_3
4803,2018_BF_JECAM_CIRAD_POLY_111905_3359
4804,2018_BF_JECAM_CIRAD_POLY_111706_3165
4805,ewoco-iiasa-10m-v1-2791808_3
4806,ewoco-water-v1-6037748_7
4807,ewoco-2186583_3
4808,ewoco-iiasa-10m-v1-1991100_7
4809,ewoco-1939880_3
4810,ewoco-water-v1-6038820_6
4811,ewoco-2181810_3
4812,2019_SN_JECAM_CIRAD_POLY_111468_2837
4813,2018_AS_Remelgado_POLY_111565_3314
4814,ewoco-1977459_3
4815,2018_AS_Remelgado_POLY_1111032_515
4816,2018_BF_JECAM_CIRAD_POLY_1111003_1951
4817,ewoco-urban-v1-5026518_6
4818,2019_SN_JECAM_CIRAD_POLY_11152_2378
4819,ewoco-1939914_3
4820,ewoco-water-v1-6091267_6
4821,2018_BF_JECAM_CIRAD_POLY_111914_2209
4822,2018_AS_Remelgado_POLY_111949_1892
4823,2020_NGA_WFP_POLY_1111569_2020
4824,2020_NGA_WFP_POLY_1112843_1952
4825,ewoco-1978784_3
4826,ewoco-1976454_3
4827,2018_AS_Remelgado_POLY_111508_3507
4828,ewoco-urban-v1-5032860_7
4829,ewoco-water-v1-6081571_7
4830,2018_BF_JECAM_CIRAD_POLY_111473_179
4831,ewoco-iiasa-10m-v1-2778830_2
4832,ewoco-water-v1-6003575_6
4833,2018_BF_JECAM_CIRAD_POLY_1111067_1946
4834,ewoco-1977591_3
4835,ewoco-gmw-v1-7910177_2
4836,ewoco-iiasa-100m-v1-1770892_7
4837,ewoco-2177120_3
4838,2018_AS_Remelgado_POLY_1111224_2659
4839,2021_AF_DE-WA-TRAIN1_POLY_1001175_1951
4840,ewoco-iiasa-10m-v1-2797469_2
4841,ewoco-water-v1-6162131_6
4842,2018_SN_JECAM_CIRAD_POLY_111618_1827
4843,2021_AF_DE-WA-TRAIN1_POLY_100215_1033
4844,ewoco-water-v1-6020330_2
4845,2018_BF_JECAM_CIRAD_POLY_111961_2272
4846,2018_SN_JECAM_CIRAD_POLY_111750_1885
4847,ewoco-iiasa-10m-v1-2792565_7
4848,ewoco-1689050_3
4849,2020_AF_NHI-CROP-HARVEST_POINT_100587_7
4850,ewoco-iiasa-10m-v1-2792290_6
4851,ewoco-water-v1-6143844_6
4852,ewoco-iiasa-10m-v1-2756009_6
4853,senwapor1-31_1951
4854,senwapor2-16_2145
4855,2019_SN_JECAM_CIRAD_POLY_111546_2019
4856,2018_BF_JECAM_CIRAD_POLY_111458_3099
4857,2020_NGA_WFP_POLY_1113895_2080
4858,2020_NGA_WFP_POLY_1112001_2084
4859,2018_SN_JECAM_CIRAD_POLY_11193_1761
4860,2018_AS_Remelgado_POLY_1111209_2605
4861,2018_BF_JECAM_CIRAD_POLY_111883_1352
4862,ewoco-1976720_3
4863,ewoco-iiasa-100m-v1-1686044_7
4864,ewoco-urban-v1-5036760_2
4865,ewoco-iiasa-100m-v1-1685787_6
4866,ewoco-1688174_3
4867,2020_NGA_WFP_POLY_1114705_1952
4868,2018_SN_JECAM_CIRAD_POLY_111712_2082
4869,ewoco-2177114_3
4870,ewoco-iiasa-10m-v1-2792555_3
4871,2018_BF_JECAM_CIRAD_POLY_111751_1053
4872,ewoco-urban-v1-5055735_7
4873,2019_SN_JECAM_CIRAD_POLY_111587_4033
4874,ewoco-water-v1-6162172_2
4875,ewoco-iiasa-10m-v1-2767800_6
4876,ewoco-2182669_3
4877,ewoco-urban-v1-5074322_2
4878,ewoco-iiasa-10m-v1-2181711_7
4879,2019Usda1083273_871
4880,2019_SN_JECAM_CIRAD_POLY_111138_3607
4881,ewoco-urban-v1-5040625_3
4882,2019Usda1211522_399
4883,ewoco-iiasa-100m-v1-1686496_3
4884,ewoco-water-v1-6178759_7
4885,ewoco-water-v1-6074815_7
4886,ewoco-iiasa-10m-v1-1977755_3
4887,ewoco-urban-v1-5036121_7
4888,2020_NGA_WFP_POLY_1117_1882
4889,2020_SDN_WAPOR_2_POLY_11130_1825
4890,2021_AF_DE-WA-TRAIN1_POLY_1001167_1889
4891,2018_AS_Remelgado_POLY_1111420_3264
4892,ewoco-2181265_3
4893,2018_AS_Remelgado_POLY_1111337_1065
4894,2020_NGA_WFP_POLY_11132_1804
4895,ewoco-iiasa-10m-v1-2791714_6
4896,2020_SDN_WAPOR_1_POLY_11038_3438
4897,ewoco-iiasa-10m-v1-2172063_2
4898,ewoco-1978250_3
4899,2021_AF_DE-WA-TRAIN1_POLY_1001094_2080
4900,ewoco-iiasa-100m-v1-1685371_2
4901,ewoco-2182115_3
4902,ewoco-water-v1-6077497_2
4903,ewoco-gmw-v1-7910169_6
4904,ewoco-1688233_3
4905,2021_AF_DE-WA-TRAIN1_POLY_100680_2081
4906,ewoco-iiasa-10m-v1-2783483_3
4907,ewoco-water-v1-6004567_6
4908,ewoco-1939254_3
4909,ewoco-1977027_3
4910,ewoco-1977635_3
4911,2018_AS_Remelgado_POLY_1112523_2721
4912,ewoco-iiasa-10m-v1-1940325_6
4913,2018_AS_Remelgado_POLY_1111597_1085
4914,2018_BF_JECAM_CIRAD_POLY_111473_115
4915,2020_NGA_WFP_POLY_1112080_2139
4916,ewoco-urban-v1-5000088_7
4917,ewoco-2182106_3
4918,2020_NGA_WFP_POLY_1114189_1501
4919,2020_NGA_WFP_POLY_1113485_2138
4920,ewoco-1940171_3
4921,ewoco-1994537_3
4922,2018_SN_JECAM_CIRAD_POLY_111718_1826
4923,ewoco-urban-v1-5067591_6
4924,ewoco-urban-v1-5070158_7
4925,2021_AF_DE-WA-TRAIN1_POLY_100403_2018
4926,2020_SDN_WAPOR_2_POLY_111144_1939
4927,ewoco-iiasa-10m-v1-1940199_7
4928,ewoco-water-v1-6159617_3
4929,ewoco-urban-v1-5006001_7
4930,2018_AS_Remelgado_POLY_1112528_162
4931,ewoco-iiasa-100m-v1-1940213_2
4932,2018_SN_JECAM_CIRAD_POLY_111518_3565
4933,2018_AS_Remelgado_POLY_1111753_137
4934,ewoco-water-v1-6114103_7
4935,ewoco-1976979_3
4936,ewoco-1978678_3
4937,2018_AS_Remelgado_POLY_1111699_1900
4938,2019_AF_NHI-CROP-HARVEST_POLY_1001864_1890
4939,2021_AF_DE-WA-TRAIN1_POLY_1001207_1950
4940,ewoco-2321291_3
4941,ewoco-iiasa-10m-v1-2165583_3
4942,2018_SN_JECAM_CIRAD_POLY_111773_3410
4943,2018_SN_JECAM_CIRAD_POLY_111580_1745
4944,2018_AS_Remelgado_POLY_11147_2916
4945,ewoco-water-v1-6153898_7
4946,2018_AS_Remelgado_POLY_111917_655
4947,ewoco-urban-v1-5011930_6
4948,2018_AS_Remelgado_POLY_1112188_1282
4949,2020_NGA_WFP_POLY_111142_834
4950,ewoco-iiasa-10m-v1-2759856_6
4951,2020_NGA_WFP_POLY_1111729_2146
4952,ewoco-iiasa-10m-v1-2792321_7
4953,ewoco-2178970_3
4954,2019_SN_JECAM_CIRAD_POLY_111587_1208
4955,ewoco-1977186_3
4956,senwapor1-28_3493
4957,2020_SDN_WAPOR_2_POLY_111319_3377
4958,2018_BF_JECAM_CIRAD_POLY_111412_3059
4959,2018_AS_Remelgado_POLY_111233_2088
4960,ewoco-water-v1-6195426_2
4961,ewoco-1685541_3
4962,ewoco-iiasa-10m-v1-2768451_3
4963,ewoco-urban-v1-5062749_3
4964,ewoco-gmw-v1-7910252_7
4965,ewoco-iiasa-10m-v1-2782463_3
4966,ewoco-water-v1-6046390_7
4967,ewoco-water-v1-6128730_6
4968,ewoco-urban-v1-5016650_7
4969,ewoco-2182645_3
4970,ewoco-gmw-v1-7910038_6
4971,ewoco-2181703_3
4972,ewoco-iiasa-10m-v1-1976605_6
4973,2020_NGA_WFP_POLY_1112705_1753
4974,ewoco-urban-v1-5018565_6
4975,2018_BF_JECAM_CIRAD_POLY_111109_1044
4976,ewoco-iiasa-100m-v1-1757887_2
4977,ewoco-2182630_3
4978,ewoco-1976691_3
4979,ewoco-2182107_3
4980,ewoco-gmw-v1-7910095_7
4981,ewoco-2182658_3
4982,2018_BF_JECAM_CIRAD_POLY_111701_981
4983,ewoco-water-v1-6197296_6
4984,ewoco-water-v1-6041964_6
4985,2021_AF_DE-WA-TRAIN1_POLY_100335_1886
4986,ewoco-1691534_3
4987,2020_NGA_WFP_POLY_1114730_1824
4988,ewoco-iiasa-10m-v1-2753872_3
4989,ewoco-1686513_3
4990,ewoco-2180485_3
4991,2020_AF_NHI-CROP-HARVEST_POINT_100641_2
4992,ewoco-water-v1-6135455_7
4993,ewoco-1978291_3
4994,2020_NGA_WFP_POLY_1111765_2270
4995,ewoco-2172121_3
4996,2018_BF_JECAM_CIRAD_POLY_111119_2987
4997,ewoco-iiasa-10m-v1-2782608_3
4998,ewoco-iiasa-10m-v1-1939631_2
4999,2018_BF_JECAM_CIRAD_POLY_111879_1051
5000,2021_AF_DE-WA-TRAIN1_POLY_100393_1886
5001,2020_SDN_WAPOR_2_POLY_111225_3538
5002,2018_BF_JECAM_CIRAD_POLY_111153_209
5003,ewoco-1976522_3
5004,ewoco-iiasa-10m-v1-1686806_6
5005,2018_AS_Remelgado_POLY_111657_2854
5006,2018_BF_JECAM_CIRAD_POLY_111701_2642
5007,2021_AF_DE-WA-TRAIN1_POLY_100342_2016
5008,2019_SN_JECAM_CIRAD_POLY_111109_2772
5009,ewoco-2178956_3
5010,ewoco-1689042_3
5011,2020_NGA_WFP_POLY_11118_1237
5012,2018_AS_Remelgado_POLY_111651_2919
5013,ewoco-2180628_3
5014,ewoco-iiasa-10m-v1-1688078_3
5015,2020_NGA_WFP_POLY_1111603_1695
5016,ewoco-1940121_3
5017,ewoco-2182680_3
5018,ewoco-1940950_3
5019,2018_BF_JECAM_CIRAD_POLY_111214_2016
5020,2021_AF_DE-WA-TRAIN1_POLY_100865_1886
5021,ewoco-iiasa-10m-v1-2775229_3
5022,ewoco-iiasa-100m-v1-1685465_6
5023,2020_SDN_WAPOR_1_POLY_110103_2017
5024,ewoco-2182256_3
5025,2020_NGA_WFP_POLY_111264_2298
5026,ewoco-1976804_3
5027,ewoco-1976734_3
5028,ewoco-2172082_3
5029,2020_SDN_WAPOR_2_POLY_111262_282
5030,2018_AS_Remelgado_POLY_111129_3626
5031,2018_BF_JECAM_CIRAD_POLY_111563_817
5032,2018_AS_Remelgado_POLY_1111370_250
5033,2020_NGA_WFP_POLY_111487_2074
5034,2018_BF_JECAM_CIRAD_POLY_111623_866
5035,ewoco-water-v1-6012874_7
5036,2018_BF_JECAM_CIRAD_POLY_111831_610
5037,2020_NGA_WFP_POLY_1112809_1958
5038,ewoco-urban-v1-5044418_7
5039,ewoco-1939285_3
5040,2018_AS_Remelgado_POLY_1112022_805
5041,ewoco-urban-v1-5014203_7
5042,ewoco-2181838_3
5043,2018_BF_JECAM_CIRAD_POLY_1111099_1950
5044,ewoco-iiasa-10m-v1-2797196_7
5045,ewoco-1686344_3
5046,ewoco-iiasa-100m-v1-1939624_7
5047,2020_NGA_WFP_POLY_1112545_91
5048,ewoco-1976840_3
5049,ewoco-iiasa-100m-v1-1685470_3
5050,ewoco-2181887_3
5051,2020_SDN_WAPOR_1_POLY_1102_1566
5052,2021_AF_DE-WA-TRAIN1_POLY_100165_2212
5053,ewoco-water-v1-6020923_2
5054,ewoco-water-v1-6091901_6
5055,2019_AF_DE-WA-VAL1_POINT_100198_7
5056,ewoco-1940334_3
5057,ewoco-iiasa-10m-v1-2797456_3
5058,ewoco-urban-v1-5011856_7
5059,2021_AF_DE-WA-TRAIN1_POLY_100370_1886
5060,senwapor1-18_2019
5061,2020_NGA_WFP_POLY_1112123_1917
5062,ewoco-1686848_7
5063,2018_BF_JECAM_CIRAD_POLY_1111066_1955
5064,2020_NGA_WFP_POLY_1112582_802
5065,ewoco-urban-v1-5009749_7
5066,2018_AS_Remelgado_POLY_1111237_2329
5067,2020_NGA_WFP_POLY_1111640_3139
5068,ewoco-water-v1-6168220_7
5069,ewoco-iiasa-10m-v1-2778832_2
5070,2018_AS_Remelgado_POLY_1112141_2068
5071,2018_AS_Remelgado_POLY_1112171_411
5072,2021_AF_DE-WA-TRAIN1_POLY_100686_1951
5073,ewoco-urban-v1-5009008_7
5074,2018_BF_JECAM_CIRAD_POLY_111635_1851
5075,ewoco-iiasa-100m-v1-1687465_2
5076,2021_AF_DE-WA-TRAIN1_POLY_100938_2082
5077,2018_AS_Remelgado_POLY_1112068_1699
5078,ewoco-urban-v1-5057297_6
5079,ewoco-1940240_3
5080,2020_SDN_WAPOR_1_POLY_110326_1780
5081,ewoco-1771097_3
5082,2019_AF_DE-WA-VAL1_POINT_10042_3
5083,ewoco-1687987_3
5084,senwapor1-07_2204
5085,ewoco-1690573_3
5086,ewoco-1976460_3
5087,2018_AS_Remelgado_POLY_1111162_2581
5088,ewoco-1687991_3
5089,2018_BF_JECAM_CIRAD_POLY_111871_1890
5090,2020_NGA_WFP_POLY_1112001_2015
5091,2018_AS_Remelgado_POLY_1112405_1299
5092,2018_AS_Remelgado_POLY_111975_1683
5093,ewoco-1939965_3
5094,ewoco-1977936_3
5095,2019Usda1083273_4073
5096,2018_AS_Remelgado_POLY_1111173_596
5097,ewoco-iiasa-100m-v1-1685984_7
5098,2019_SN_JECAM_CIRAD_POLY_111296_2975
5099,ewoco-1939907_3
5100,2021_AF_DE-WA-TRAIN1_POLY_100511_1888
5101,ewoco-2172122_3
5102,ewoco-1940541_3
5103,ewoco-1689191_3
5104,2018_MLI_NHI-CROP-HARVEST_POLY_1105_1951
5105,2021_AF_DE-WA-TRAIN1_POLY_100260_1889
5106,ewoco-water-v1-6094669_7
5107,2020_NGA_WFP_POLY_11189_2411
5108,2018_AS_Remelgado_POLY_1111703_1651
5109,2020_NGA_WFP_POLY_1111893_2079
5110,ewoco-urban-v1-5052074_7
5111,ewoco-1976517_3
5112,2018_AS_Remelgado_POLY_1111497_1314
5113,ewoco-iiasa-100m-v1-1691325_2
5114,2021_AF_DE-WA-TRAIN1_POLY_1001169_2017
5115,ewoco-1976998_3
5116,ewoco-iiasa-10m-v1-1978394_2
5117,ewoco-1687511_3
5118,ewoco-iiasa-10m-v1-1978346_3
5119,2020_NGA_WFP_POLY_11199_98
5120,ewoco-water-v1-6113156_7
5121,ewoco-iiasa-100m-v1-1939865_7
5122,2020_NGA_WFP_POLY_1111597_2015
5123,ewoco-iiasa-10m-v1-2775260_7
5124,ewoco-water-v1-6037704_7
5125,2018_AS_Remelgado_POLY_1111244_2783
5126,ewoco-1686508_3
5127,ewoco-1689460_3
5128,2018_AS_Remelgado_POLY_1112169_853
5129,2021_AF_DE-WA-TRAIN1_POLY_1001044_2018
5130,2021_AF_DE-WA-TRAIN1_POLY_100237_2018
5131,ewoco-1939922_3
5132,2018_AS_Remelgado_POLY_1112459_1879
5133,2018_BF_JECAM_CIRAD_POLY_111958_2141
5134,ewoco-urban-v1-5057415_7
5135,ewoco-water-v1-6025902_7
5136,2018_BF_JECAM_CIRAD_POLY_11139_2084
5137,2018_AS_Remelgado_POLY_1111938_3915
5138,ewoco-iiasa-10m-v1-2755179_6
5139,2021_AF_DE-WA-TRAIN1_POLY_100966_2017
5140,ewoco-1687362_3
5141,ewoco-2181344_3
5142,ewoco-iiasa-10m-v1-2186588_6
5143,ewoco-1940482_3
5144,2018_AS_Remelgado_POLY_1111385_56
5145,ewoco-iiasa-10m-v1-2182096_2
5146,ewoco-urban-v1-5003504_7
5147,ewoco-1978204_3
5148,2020_SDN_WAPOR_1_POLY_110211_2157
5149,ewoco-2186592_3
5150,2019_SN_JECAM_CIRAD_POLY_11136_2057
5151,ewoco-iiasa-10m-v1-2775254_2
5152,ewoco-urban-v1-5019468_3
5153,ewoco-1978268_3
5154,2018_AS_Remelgado_POLY_1111140_1596
5155,ewoco-1978707_3
5156,2018_BF_JECAM_CIRAD_POLY_111197_1893
5157,ewoco-urban-v1-5017931_7
5158,ewoco-iiasa-10m-v1-2773511_2
5159,2018_BF_JECAM_CIRAD_POLY_111556_2265
5160,2018_BF_JECAM_CIRAD_POLY_111458_4067
5161,2020_NGA_WFP_POLY_1113526_1949
5162,ewoco-1976947_3
5163,senwapor1-31_1699
5164,ewoco-water-v1-6140155_2
5165,2020_NGA_WFP_POLY_1112731_2268
5166,ewoco-gmw-v1-7913170_2
5167,ewoco-iiasa-10m-v1-2754777_7
5168,ewoco-2165895_3
5169,2018_AS_Remelgado_POLY_111377_1086
5170,2021_AF_DE-WA-TRAIN1_POLY_100266_1887
5171,ewoco-2172184_3
5172,ewoco-2172291_3
5173,2018_AS_Remelgado_POLY_1111768_3146
5174,ewoco-iiasa-10m-v1-2181493_3
5175,2020_NGA_WFP_POLY_1112801_1950
5176,ewoco-iiasa-10m-v1-2781172_2
5177,2018_BF_JECAM_CIRAD_POLY_111197_732
5178,ewoco-1688236_3
5179,2018_AS_Remelgado_POLY_1111069_1454
