ewoc_code;level_1;level_2;level_3;level_4;level_5;definition;label_full;LC_code;LC_label;sampling_label;sampling_label_v0;finetune_class
11-03-08-011-0;temporary_crops;vegetables_fruits;salads_lettuce_leaf_vegetables;lettuce;;;lettuce;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-08-012-0;temporary_crops;vegetables_fruits;salads_lettuce_leaf_vegetables;radicchio;;;radicchio;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-08-013-0;temporary_crops;vegetables_fruits;salads_lettuce_leaf_vegetables;mustard_greens;;sarepta mustard, brown mustard, Brassica juncea;mustard_greens;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-08-014-0;temporary_crops;vegetables_fruits;salads_lettuce_leaf_vegetables;rapini;;"turnip tops; broccoli rabe";rapini;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-000-0;temporary_crops;vegetables_fruits;root_vegetables;;;;root_vegetables;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-001-0;temporary_crops;vegetables_fruits;root_vegetables;arctium_burdock;;;arctium_burdock;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-003-0;temporary_crops;vegetables_fruits;root_vegetables;horseradish;;;horseradish;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-004-0;temporary_crops;vegetables_fruits;root_vegetables;carrots_daucus;;;carrots_daucus;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-004-1;temporary_crops;vegetables_fruits;root_vegetables;carrots_daucus;fodder_carrot;;fodder_carrot;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-005-0;temporary_crops;vegetables_fruits;root_vegetables;parsnips;;;parsnips;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-006-0;temporary_crops;vegetables_fruits;root_vegetables;radish;;;radish;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-006-1;temporary_crops;vegetables_fruits;root_vegetables;radish;fodder_radish;"oilseed radish (cover crop); Raphanus sativus subsp. Oleiferus";fodder_radish;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-007-0;temporary_crops;vegetables_fruits;root_vegetables;turnips;;;turnips;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-007-1;temporary_crops;vegetables_fruits;root_vegetables;turnips;fodder_turnip;;fodder_turnip;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-007-2;temporary_crops;vegetables_fruits;root_vegetables;turnips;summer_turnip;;summer_turnip;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-007-3;temporary_crops;vegetables_fruits;root_vegetables;turnips;winter_turnip;;winter_turnip;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-008-0;temporary_crops;vegetables_fruits;root_vegetables;swede_rutabaga;;;swede_rutabaga;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-009-0;temporary_crops;vegetables_fruits;root_vegetables;fennel;;;fennel;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-010-0;temporary_crops;vegetables_fruits;root_vegetables;topinambur_jerusalem_artichoke;;aardpeer;topinambur_jerusalem_artichoke;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-011-0;temporary_crops;vegetables_fruits;root_vegetables;black_radish;;rammenas;black_radish;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-012-0;temporary_crops;vegetables_fruits;root_vegetables;fodder_roots;;;fodder_roots;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-09-013-0;temporary_crops;vegetables_fruits;root_vegetables;black_salsify;;schorseneer;black_salsify;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-000-0;temporary_crops;vegetables_fruits;alliums;;;;alliums;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-001-0;temporary_crops;vegetables_fruits;alliums;chives;;;chives;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-002-0;temporary_crops;vegetables_fruits;alliums;garlic;;;garlic;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-002-1;temporary_crops;vegetables_fruits;alliums;garlic;winter_garlic;;winter_garlic;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-002-2;temporary_crops;vegetables_fruits;alliums;garlic;spring_garlic;;spring_garlic;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-003-0;temporary_crops;vegetables_fruits;alliums;leek;;;leek;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-003-1;temporary_crops;vegetables_fruits;alliums;leek;winter_leek;;winter_leek;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-003-2;temporary_crops;vegetables_fruits;alliums;leek;spring_leek;;spring_leek;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-004-0;temporary_crops;vegetables_fruits;alliums;onions;;;onions;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-004-1;temporary_crops;vegetables_fruits;alliums;onions;onions_early;from LPIS flanders;onions_early;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-004-2;temporary_crops;vegetables_fruits;alliums;onions;onions_late;from LPIS flanders;onions_late;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-004-3;temporary_crops;vegetables_fruits;alliums;onions;silver_onion;small onions (conserved in vinegar);silver_onion;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-005-0;temporary_crops;vegetables_fruits;alliums;scallion;;;scallion;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-006-0;temporary_crops;vegetables_fruits;alliums;shallot;;;shallot;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-11-007-0;temporary_crops;vegetables_fruits;alliums;onion_shallot;;;onion_shallot;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-12-000-0;temporary_crops;vegetables_fruits;annual_fruits;;;;annual_fruits;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-12-001-0;temporary_crops;vegetables_fruits;annual_fruits;strawberries;;;strawberries;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-03-13-000-0;temporary_crops;vegetables_fruits;vegetable_fruit_mixtures;;;;vegetable_fruit_mixtures;11;temporary_crops;vegetables_fruits;vegetables_fruits;vegetables_fruits
11-04-00-000-0;temporary_crops;mushrooms_truffles;;;;;mushrooms_truffles;11;temporary_crops;mushrooms_truffles;mushrooms_truffles;
11-04-00-001-0;temporary_crops;mushrooms_truffles;;truffle;;;truffle;11;temporary_crops;mushrooms_truffles;mushrooms_truffles;
11-04-00-002-0;temporary_crops;mushrooms_truffles;;champignons;;;champignons;11;temporary_crops;mushrooms_truffles;mushrooms_truffles;
11-05-00-000-0;temporary_crops;dry_pulses_legumes;;;;;dry_pulses_legumes;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-001-0;temporary_crops;dry_pulses_legumes;;esparsette_onobrychis;;;esparsette_onobrychis;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-002-0;temporary_crops;dry_pulses_legumes;;fenugreek;;;fenugreek;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-003-0;temporary_crops;dry_pulses_legumes;;lentils;;;lentils;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-003-1;temporary_crops;dry_pulses_legumes;;lentils;fodder_lentils;;fodder_lentils;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-003-2;temporary_crops;dry_pulses_legumes;;lentils;winter_lentils;;winter_lentils;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-003-3;temporary_crops;dry_pulses_legumes;;lentils;spring_lentils;;spring_lentils;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-004-0;temporary_crops;dry_pulses_legumes;;sweet_lupins;;;sweet_lupins;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-004-1;temporary_crops;dry_pulses_legumes;;sweet_lupins;winter_lupine;;winter_lupine;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-004-2;temporary_crops;dry_pulses_legumes;;sweet_lupins;spring_lupine;;spring_lupine;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-004-3;temporary_crops;dry_pulses_legumes;;sweet_lupins;winter_fodder_lupine;;winter_fodder_lupine;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-004-4;temporary_crops;dry_pulses_legumes;;sweet_lupins;spring_fodder_lupine;;spring_fodder_lupine;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-005-0;temporary_crops;dry_pulses_legumes;;crotalaria;;brown hemp, indian hemp, madras hemp, sun hemp;crotalaria;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-00-006-0;temporary_crops;dry_pulses_legumes;;coronilla;;;coronilla;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-000-0;temporary_crops;dry_pulses_legumes;beans_peas;;;;beans_peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-001-0;temporary_crops;dry_pulses_legumes;beans_peas;beans;;;beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-001-1;temporary_crops;dry_pulses_legumes;beans_peas;beans;forage_beans;;forage_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-001-2;temporary_crops;dry_pulses_legumes;beans_peas;beans;kidney_beans;;kidney_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-001-3;temporary_crops;dry_pulses_legumes;beans_peas;beans;lima_beans;;lima_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-001-4;temporary_crops;dry_pulses_legumes;beans_peas;beans;pinto_beans;;pinto_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-001-5;temporary_crops;dry_pulses_legumes;beans_peas;beans;red_beans;;red_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-001-6;temporary_crops;dry_pulses_legumes;beans_peas;beans;white_beans;;white_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-001-7;temporary_crops;dry_pulses_legumes;beans_peas;beans;brown_beans;;brown_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-001-8;temporary_crops;dry_pulses_legumes;beans_peas;beans;common_beans;phaseolus vulgaris;common_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-001-9;temporary_crops;dry_pulses_legumes;beans_peas;beans;runner_beans;Phaseolus coccineus;runner_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-002-0;temporary_crops;dry_pulses_legumes;beans_peas;peas;;;peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-002-1;temporary_crops;dry_pulses_legumes;beans_peas;peas;winter_peas;;winter_peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-002-2;temporary_crops;dry_pulses_legumes;beans_peas;peas;spring_peas;;spring_peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-002-3;temporary_crops;dry_pulses_legumes;beans_peas;peas;forage_peas;;forage_peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-002-4;temporary_crops;dry_pulses_legumes;beans_peas;peas;winter_forage_peas;;winter_forage_peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-002-5;temporary_crops;dry_pulses_legumes;beans_peas;peas;spring_forage_peas;;spring_forage_peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-002-6;temporary_crops;dry_pulses_legumes;beans_peas;peas;field_peas;Pisum sativum var. arvense;field_peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-003-0;temporary_crops;dry_pulses_legumes;beans_peas;broad_fava_beans;;;broad_fava_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-003-1;temporary_crops;dry_pulses_legumes;beans_peas;broad_fava_beans;fodder_fava_beans;;fodder_fava_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-003-2;temporary_crops;dry_pulses_legumes;beans_peas;broad_fava_beans;early_fava_beans;;early_fava_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-003-3;temporary_crops;dry_pulses_legumes;beans_peas;broad_fava_beans;late_fava_beans;;late_fava_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-004-0;temporary_crops;dry_pulses_legumes;beans_peas;chick_peas;;;chick_peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-005-0;temporary_crops;dry_pulses_legumes;beans_peas;cow_peas;;Vigna unguiculata;cow_peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-006-0;temporary_crops;dry_pulses_legumes;beans_peas;pigeon_peas;;;pigeon_peas;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-007-0;temporary_crops;dry_pulses_legumes;beans_peas;indian_pea;;Lathyrus sativus;indian_pea;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-008-0;temporary_crops;dry_pulses_legumes;beans_peas;mexican_turnip_jicama;;Pachyrhizus erosus;mexican_turnip_jicama;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-009-0;temporary_crops;dry_pulses_legumes;beans_peas;jack_beans_canavalia;;Canavalia sp.;jack_beans_canavalia;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-010-0;temporary_crops;dry_pulses_legumes;beans_peas;velvet_beans_mucuna;;Mucuna pruriens;velvet_beans_mucuna;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-011-0;temporary_crops;dry_pulses_legumes;beans_peas;lablab_beans_dolichos;;Lablab purpureus (or Dolichos lablab);lablab_beans_dolichos;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-012-0;temporary_crops;dry_pulses_legumes;beans_peas;mung_beans;;Vigna radiata;mung_beans;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-013-0;temporary_crops;dry_pulses_legumes;beans_peas;bean_pea_mixture;;;bean_pea_mixture;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-01-014-0;temporary_crops;dry_pulses_legumes;beans_peas;bambara_nut;;vigna subterranea;bambara_nut;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-05-02-000-0;temporary_crops;dry_pulses_legumes;legume_mix;;;;legume_mix;11;temporary_crops;dry_pulses_legumes;dry_pulses_legumes;dry_pulses_legumes
11-06-00-000-0;temporary_crops;oilseed_crops;;;;;oilseed_crops;11;temporary_crops;temporary_crops;oilseed_crops;
11-06-00-001-0;temporary_crops;oilseed_crops;;sunflower;;;sunflower;11;temporary_crops;sunflower;sunflower;sunflower
11-06-00-002-0;temporary_crops;oilseed_crops;;soy_soybeans;;;soy_soybeans;11;temporary_crops;soy_soybeans;soy_soybeans;soy_soybeans
11-06-00-003-0;temporary_crops;oilseed_crops;;rapeseed_rape;;;rapeseed_rape;11;temporary_crops;rapeseed_rape;rapeseed_rape;rapeseed_rape
11-06-00-003-1;temporary_crops;oilseed_crops;;rapeseed_rape;winter_rapeseed_rape;;winter_rapeseed_rape;11;temporary_crops;rapeseed_rape;rapeseed_rape;rapeseed_rape
11-06-00-003-2;temporary_crops;oilseed_crops;;rapeseed_rape;spring_rapeseed_rape;;spring_rapeseed_rape;11;temporary_crops;spring_rapeseed_rape;rapeseed_rape;rapeseed_rape
11-06-00-003-3;temporary_crops;oilseed_crops;;rapeseed_rape;forage_rape;;forage_rape;11;temporary_crops;rapeseed_rape;rapeseed_rape;rapeseed_rape
11-06-00-003-4;temporary_crops;oilseed_crops;;rapeseed_rape;forage_winter_rape;;forage_winter_rape;11;temporary_crops;rapeseed_rape;rapeseed_rape;rapeseed_rape
11-06-00-003-5;temporary_crops;oilseed_crops;;rapeseed_rape;forage_spring_rape;;forage_spring_rape;11;temporary_crops;spring_rapeseed_rape;rapeseed_rape;rapeseed_rape
11-06-00-004-0;temporary_crops;oilseed_crops;;guizotia_abyssinica_nyger;;;guizotia_abyssinica_nyger;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-005-0;temporary_crops;oilseed_crops;;groundnuts;;peanut;groundnuts;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-006-0;temporary_crops;oilseed_crops;;castor_bean;;;castor_bean;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-007-0;temporary_crops;oilseed_crops;;linseed;;;linseed;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-007-1;temporary_crops;oilseed_crops;;linseed;winter_linseed_oil;;winter_linseed_oil;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-007-2;temporary_crops;oilseed_crops;;linseed;spring_linseed_oil;;spring_linseed_oil;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-007-3;temporary_crops;oilseed_crops;;linseed;linseed_fibre;;linseed_fibre;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-008-0;temporary_crops;oilseed_crops;;mustard;;;mustard;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-008-1;temporary_crops;oilseed_crops;;mustard;yellow_mustard;"white mustard; Brassica hirita L.; Sinapis alba";yellow_mustard;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-008-2;temporary_crops;oilseed_crops;;mustard;ethiopian_mustard;Brassica carinata;ethiopian_mustard;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-008-3;temporary_crops;oilseed_crops;;mustard;black_mustard;brassica nigra;black_mustard;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-009-0;temporary_crops;oilseed_crops;;safflower;;;safflower;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-010-0;temporary_crops;oilseed_crops;;sesame;;;sesame;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-011-0;temporary_crops;oilseed_crops;;camelina;;;camelina;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-011-1;temporary_crops;oilseed_crops;;camelina;camelina_winter;;camelina_winter;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-011-2;temporary_crops;oilseed_crops;;camelina;camelina_spring;;camelina_spring;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-00-012-0;temporary_crops;oilseed_crops;;oil_radish;;;oil_radish;11;temporary_crops;other_oilseeds;other_oilseeds;other_oilseeds
11-06-01-000-0;temporary_crops;oilseed_crops;oilseeds_mixture;;;;oilseeds_mixture;11;temporary_crops;other_oilseeds;oilseeds_mixture;other_oilseeds
11-06-01-001-0;temporary_crops;oilseed_crops;oilseeds_mixture;soybean_groundnut;;;soybean_groundnut;11;temporary_crops;other_oilseeds;oilseeds_mixture;other_oilseeds
11-06-01-002-0;temporary_crops;oilseed_crops;oilseeds_mixture;soybean_sesame;;;soybean_sesame;11;temporary_crops;other_oilseeds;oilseeds_mixture;other_oilseeds
11-06-01-003-0;temporary_crops;oilseed_crops;oilseeds_mixture;soybean_sunflower;;;soybean_sunflower;11;temporary_crops;other_oilseeds;oilseeds_mixture;other_oilseeds
11-06-01-004-0;temporary_crops;oilseed_crops;oilseeds_mixture;sunflower_groundnut;;;sunflower_groundnut;11;temporary_crops;other_oilseeds;oilseeds_mixture;other_oilseeds
11-07-00-000-0;temporary_crops;root_tuber_crops;;;;;root_tuber_crops;11;temporary_crops;root_tuber_crops;root_tuber_crops;
11-07-00-001-0;temporary_crops;root_tuber_crops;;potatoes;;;potatoes;11;temporary_crops;potatoes;root_tuber_crops;potatoes
11-07-00-001-1;temporary_crops;root_tuber_crops;;potatoes;fodder_potatoes;;fodder_potatoes;11;temporary_crops;potatoes;root_tuber_crops;potatoes
11-07-00-001-2;temporary_crops;root_tuber_crops;;potatoes;early_potatoes;;early_potatoes;11;temporary_crops;potatoes;root_tuber_crops;potatoes
11-07-00-001-3;temporary_crops;root_tuber_crops;;potatoes;late_potatoes;;late_potatoes;11;temporary_crops;potatoes;root_tuber_crops;potatoes
11-07-00-002-0;temporary_crops;root_tuber_crops;;sweet_potatoes;;;sweet_potatoes;11;temporary_crops;potatoes;root_tuber_crops;potatoes
11-07-00-003-0;temporary_crops;root_tuber_crops;;beet;;;beet;11;temporary_crops;beet;root_tuber_crops;beet
11-07-00-003-1;temporary_crops;root_tuber_crops;;beet;sugar_beet;;sugar_beet;11;temporary_crops;beet;root_tuber_crops;beet
11-07-00-003-2;temporary_crops;root_tuber_crops;;beet;fodder_beet;;fodder_beet;11;temporary_crops;beet;root_tuber_crops;beet
11-07-00-003-3;temporary_crops;root_tuber_crops;;beet;beetroot_beets;;beetroot_beets;11;temporary_crops;root_tuber_crops;root_tuber_crops;root_tuber_crops
11-07-00-004-0;temporary_crops;root_tuber_crops;;cassava;;;cassava;11;temporary_crops;root_tuber_crops;root_tuber_crops;root_tuber_crops
11-07-00-005-0;temporary_crops;root_tuber_crops;;yams;;;yams;11;temporary_crops;root_tuber_crops;root_tuber_crops;root_tuber_crops
11-07-01-000-0;temporary_crops;root_tuber_crops;root_tuber_mixture;;;;root_tuber_mixture;11;temporary_crops;root_tuber_crops;root_tuber_crops;root_tuber_crops
11-07-01-001-0;temporary_crops;root_tuber_crops;root_tuber_mixture;cassava_potatoes;;;cassava_potatoes;11;temporary_crops;root_tuber_crops;root_tuber_crops;root_tuber_crops
11-08-00-000-0;temporary_crops;fibre_crops;;;;;fibre_crops;11;temporary_crops;fibre_crops;fibre_crops;fibre_crops
11-08-00-001-0;temporary_crops;fibre_crops;;cotton;;;cotton;11;temporary_crops;fibre_crops;fibre_crops;fibre_crops
11-08-00-002-0;temporary_crops;fibre_crops;;jute_kenaf;;;jute_kenaf;11;temporary_crops;fibre_crops;fibre_crops;fibre_crops
11-08-01-000-0;temporary_crops;fibre_crops;fibre_oleaginous_crops;;;;fibre_oleaginous_crops;11;temporary_crops;fibre_crops;fibre_crops;fibre_crops
11-08-02-000-0;temporary_crops;fibre_crops;flax_hemp;;;;flax_hemp;11;temporary_crops;fibre_crops;fibre_crops;fibre_crops
11-08-02-001-0;temporary_crops;fibre_crops;flax_hemp;flax;;;flax;11;temporary_crops;fibre_crops;fibre_crops;fibre_crops
11-08-02-001-1;temporary_crops;fibre_crops;flax_hemp;flax;winter_flax;;winter_flax;11;temporary_crops;fibre_crops;fibre_crops;fibre_crops
11-08-02-002-0;temporary_crops;fibre_crops;flax_hemp;hemp;;;hemp;11;temporary_crops;fibre_crops;fibre_crops;fibre_crops
11-08-02-002-1;temporary_crops;fibre_crops;flax_hemp;hemp;finola;;finola;11;temporary_crops;fibre_crops;fibre_crops;fibre_crops
11-09-00-000-0;temporary_crops;herb_spice_medicinal_crops;;;;;herb_spice_medicinal_crops;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-001-0;temporary_crops;herb_spice_medicinal_crops;;sage_chia;;;sage_chia;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-002-0;temporary_crops;herb_spice_medicinal_crops;;actaea_baneberry_christopher_herbs;;;actaea_baneberry_christopher_herbs;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-003-0;temporary_crops;herb_spice_medicinal_crops;;alchemilla_ladys_mantle;;;alchemilla_ladys_mantle;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-004-0;temporary_crops;herb_spice_medicinal_crops;;anethum_dill;;;anethum_dill;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-005-0;temporary_crops;herb_spice_medicinal_crops;;angelica;;;angelica;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-006-0;temporary_crops;herb_spice_medicinal_crops;;anise_aniseed;;;anise_aniseed;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-007-0;temporary_crops;herb_spice_medicinal_crops;;artemisia;;;artemisia;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-008-0;temporary_crops;herb_spice_medicinal_crops;;basil;;;basil;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-009-0;temporary_crops;herb_spice_medicinal_crops;;black_cumin;;;black_cumin;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-010-0;temporary_crops;herb_spice_medicinal_crops;;borage;;;borage;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-011-0;temporary_crops;herb_spice_medicinal_crops;;calendula_marigold;;;calendula_marigold;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-012-0;temporary_crops;herb_spice_medicinal_crops;;caraway;;;caraway;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-012-1;temporary_crops;herb_spice_medicinal_crops;;caraway;caraway_winter;;caraway_winter;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
